-5.7261047	0.8761139000000001	8.226989999999999
-5.7142029999999995	0.8594513	8.177002
-5.715393	0.90467834	8.23056
-5.7641907	0.86302185	8.244843
-5.767761	0.8773040999999999	8.182953
-5.6975403	0.83683777	8.210327000000001
-5.7118225	0.8737334999999999	8.16629
-5.721344	0.8273163	8.216277999999999
-5.766571	0.83683777	8.256744
-5.795135500000001	0.8439789000000001	8.216277999999999
-5.7368164	0.8654021999999999	8.218658
-5.817749	0.87135315	8.2127075
-5.767761	0.88087463	8.235321
-5.814178500000001	0.78923035	8.247223
-5.778473	0.80589294	8.216277999999999
-5.771332	0.85588074	8.23056
-5.771332	0.8320770000000001	8.205566000000001
-5.766571	0.83088684	8.286499000000001
-5.766571	0.86421204	8.249603
-5.740387	0.83088684	8.268646
-5.69516	0.8665924	8.184142999999999
-5.8034669999999995	0.87254333	8.223419
-5.767761	0.8903960999999999	8.288879
-5.778473	0.8856354	8.303162
-5.777282700000001	0.8523101999999999	8.259125
-5.786804	0.8987274	8.29364
-5.7939453	0.8404083000000001	8.316253999999999
-5.766571	0.85350037	8.257935
-5.7618103	0.8237457	8.226989999999999
-5.8260803	0.87968445	8.268646
-5.785614	0.85350037	8.2317505
-5.7939453	0.8915863000000002	8.321014
-5.834411599999999	0.8511200000000001	8.286499000000001
-5.797516000000001	0.82969666	8.237701
-5.8070374000000005	0.8261261000000001	8.248413000000001
-5.817749	0.8665924	8.249603
-5.8213196	0.8761139000000001	8.218658
-5.773712000000001	0.86421204	8.253174000000001
-5.772522	0.8820648000000001	8.186523
-5.797516000000001	0.9082488999999999	8.248413000000001
-5.740387	0.8773040999999999	8.213898
-5.8237	0.85469055	8.2317505
-5.8153687000000005	0.9082488999999999	8.259125
-5.8272705	0.8915863000000002	8.275787
-5.835602	0.93800354	8.216277999999999
-5.8320313	0.9141998	8.147247
-5.8034669999999995	0.92134094	8.149628
-5.833221400000001	0.93562317	8.215088
-5.7939453	0.94395447	8.192474
-5.8582152999999995	0.9403838999999999	8.206757000000001
-5.829651	0.96061707	8.315063
-5.7558594	0.84754944	8.2317505
-5.765381	0.90586853	8.284119
-5.7534790000000005	0.90467834	8.285309
-5.7320557	0.9177704	8.265075999999999
-5.773712000000001	0.8665924	8.261505
-5.735626	0.8927765	8.222228999999999
-5.75943	0.8499298000000001	8.334106
-5.7165833	0.87254333	8.209137
-5.7701416	0.9070587	8.203186
-5.805847	0.88920593	8.249603
-5.8427430000000005	0.8487396	8.237701
-5.8284607	0.81422424	8.240082000000001
-5.855835	0.85469055	8.219849
-5.818939	0.87968445	8.1996155
-5.814178500000001	0.8856354	8.285309
-5.7879944000000005	0.9808502	8.113922
-5.765381	0.8927765	8.150818
-5.7487183	0.9225310999999999	8.141296
-5.791565	0.89515686	8.207947
-5.779662999999999	0.966568	8.23056
-5.804657	0.88682556	8.138916
-5.8153687000000005	0.84516907	8.185333
-5.8010864	0.8737334999999999	8.236511
-5.7439575	0.84516907	8.215088
-5.779662999999999	0.8511200000000001	8.257935
-5.7820434999999994	0.77375793	8.146057
-5.747528	0.88801575	8.16748
-5.708252	0.8487396	8.267456
-5.689209	0.83921814	8.255554
-5.682068	0.8654021999999999	8.237701
-5.677307	0.83921814	8.311492999999999
-5.7701416	0.8511200000000001	8.307922
-5.69516	0.82850647	8.216277999999999
-5.746338	0.8332671999999999	8.22937
-5.729675299999999	0.8594513	8.156769
-5.786804	0.85350037	8.223419
-5.833221400000001	0.8487396	8.171051
-5.7939453	0.8665924	8.256744
-5.8117980000000005	0.8166045999999999	8.137725999999999
-5.8237	0.83921814	8.136536
-5.8034669999999995	0.8665924	8.131775
-5.768951400000001	0.8273163	8.22818
-5.785614	0.82136536	8.226989999999999
-5.705871599999999	0.73924255	8.291260000000001
-5.7320557	0.78804016	8.172241
-5.796325700000001	0.8094635	8.22937
-5.75943	0.8189850000000001	8.192474
-5.7380066	0.84754944	8.250793
-5.749908400000001	0.7951813	8.22937
-5.747528	0.80470276	8.187714
-5.810608	0.8106536999999999	8.248413000000001
-5.7879944000000005	0.8201752	8.203186
-5.7820434999999994	0.85469055	8.221039
-5.767761	0.83802795	8.23056
-5.8391724	0.83802795	8.221039
-5.7630004999999995	0.8582610999999999	8.315063
-5.7939453	0.8237457	8.243652
-5.817749	0.87016296	8.271027
-5.7261047	0.82969666	8.303162
-5.784424	0.7832794	8.291260000000001
-5.7439575	0.78804016	8.223419
-5.7439575	0.8154144	8.287689
-5.692779499999999	0.8415985	8.319824
-5.727295	0.81303406	8.291260000000001
-5.7165833	0.82136536	8.303162
-5.720154	0.87254333	8.272217
-5.6939697	0.83088684	8.306732
-5.686828599999999	0.8082733	8.296020500000001
-5.7130127	0.83921814	8.274597
-5.6999207	0.8273163	8.246033
-5.708252	0.78208923	8.217467999999998
-5.6475525	0.81303406	8.282928
-5.708252	0.78208923	8.217467999999998
-5.739197	0.767807	8.263885499999999
-5.7618103	0.78685	8.272217
-5.752289	0.71424866	8.237701
-5.752289	0.71424866	8.237701
-5.7534790000000005	0.703537	8.226989999999999
-5.754669	0.73210144	8.259125
-5.7534790000000005	0.7535248000000001	8.301971
-5.7534790000000005	0.7535248000000001	8.301971
-5.7130127	0.7285309	8.281738
-5.6808777	0.83088684	8.269836
-5.6737366	0.7440033	8.221039
-5.6737366	0.7440033	8.221039
-5.7130127	0.79637146	8.223419
-5.734436	0.79875183	8.221039
-5.760619999999999	0.82969666	8.16748
-5.760619999999999	0.82969666	8.16748
-5.749908400000001	0.7939911000000001	8.217467999999998
-5.7808532999999995	0.75709534	8.262694999999999
-5.749908400000001	0.77375793	8.272217
-5.7808532999999995	0.75709534	8.262694999999999
-5.720154	0.7749481	8.179382
-5.728485	0.77256775	8.223419
-5.7380066	0.74876404	8.244843
-5.69516	0.7273407	8.265075999999999
-5.7415769999999995	0.7773285	8.247223
-5.7415769999999995	0.7773285	8.247223
-5.7070620000000005	0.7047272	8.281738
-5.7415769999999995	0.7451935000000001	8.237701
-5.721344	0.76423645	8.322205
-5.708252	0.7928009	8.260315
-5.708252	0.7928009	8.260315
-5.676117	0.7213898	8.201996000000001
-5.7808532999999995	0.73805237	8.280548
-5.7808532999999995	0.73805237	8.280548
-5.7570496	0.7178191999999999	8.300781
-5.7808532999999995	0.7332916	8.232941
-5.724914599999999	0.7011566	8.203186
-5.728485	0.69044495	8.256744
-5.705871599999999	0.6773529	8.221039
-5.686828599999999	0.7201996	8.298401
-5.7189635999999995	0.71424866	8.307922
-5.69516	0.70591736	8.291260000000001
-5.735626	0.7213898	8.317444
-5.814178500000001	0.71424866	8.351958999999999
-5.729675299999999	0.7332916	8.256744
-5.767761	0.72377014	8.279358
-5.734436	0.7499541999999999	8.309113
-5.8284607	0.73924255	8.222228999999999
-5.758239700000001	0.7285309	8.248413000000001
-5.739197	0.7011566	8.205566000000001
-5.765381	0.716629	8.262694999999999
-5.7261047	0.6880646	8.251984
-5.7570496	0.7511444	8.29245
-5.7189635999999995	0.7332916	8.297211
-5.795135500000001	0.73924255	8.271027
-5.7641907	0.7416229	8.237701
-5.723724400000001	0.74043274	8.241272
-5.773712000000001	0.7523346	8.237701
-5.75943	0.7273407	8.211517
-5.758239700000001	0.8118439000000001	8.240082000000001
-5.739197	0.8011322	8.255554
-5.721344	0.79042053	8.254364
-5.69635	0.8439789000000001	8.262694999999999
-5.710632299999999	0.799942	8.22937
-5.7380066	0.79756165	8.276978
-5.7808532999999995	0.82136536	8.288879
-5.734436	0.79756165	8.240082000000001
-5.7439575	0.7844696	8.242462
-5.752289	0.8189850000000001	8.197235000000001
-5.7427673	0.8237457	8.244843
-5.7308655	0.8189850000000001	8.201996000000001
-5.7630004999999995	0.8011322	8.275787
-5.771332	0.8606415000000001	8.16629
-5.7939453	0.7618560999999999	8.349578999999999
-5.7118225	0.78923035	8.210327000000001
-5.6915894	0.71543884	8.278167999999999
-5.7415769999999995	0.7428130999999999	8.2258
-5.7142029999999995	0.7130585	8.276978
-5.758239700000001	0.70591736	8.288879
-5.754669	0.70591736	8.265075999999999
-5.771332	0.6702118	8.255554
-5.7879944000000005	0.6844939999999999	8.294830000000001
-5.771332	0.68330383	8.243652
-5.6975403	0.6452179	8.184142999999999
-5.760619999999999	0.6761626999999999	8.257935
-5.7368164	0.65592957	8.181763
-5.760619999999999	0.6428375	8.234131
-5.785614	0.69044495	8.278167999999999
-5.797516000000001	0.74638367	8.248413000000001
-5.8010864	0.74757385	8.376953
-5.8010864	0.72257996	8.324585
-5.797516000000001	0.74876404	8.342438000000001
-5.8272705	0.78208923	8.262694999999999
-5.773712000000001	0.78804016	8.330536
-5.785614	0.75709534	8.285309
-5.7939453	0.7951813	8.219849
-5.7903748	0.7368621999999999	8.250793
-5.7939453	0.7844696	8.243652
-5.784424	0.7499541999999999	8.221039
-5.772522	0.74757385	8.257935
-5.7534790000000005	0.73924255	8.271027
-5.7380066	0.7939911000000001	8.22818
-5.8153687000000005	0.81422424	8.248413000000001
-5.740387	0.8273163	8.222228999999999
-5.7320557	0.83088684	8.249603
-5.7701416	0.7856598000000001	8.210327000000001
-5.7118225	0.80708313	8.22937
-5.785614	0.8427886999999998	8.197235000000001
-5.8403625	0.80470276	8.16629
-5.797516000000001	0.8511200000000001	8.207947
-5.752289	0.85588074	8.16272
-5.768951400000001	0.84754944	8.177002
-5.6999207	0.799942	8.153198
-5.772522	0.7761383000000001	8.275787
-5.766571	0.79637146	8.184142999999999
-5.760619999999999	0.76542664	8.186523
-5.760619999999999	0.70591736	8.196045
-5.7439575	0.77970886	8.305541999999999
-5.772522	0.7261505	8.280548
-5.7820434999999994	0.73924255	8.241272
-5.7927550000000005	0.70591736	8.341248
-5.739197	0.6856842	8.259125
-5.777282700000001	0.72257996	8.238892
-5.746338	0.7606659	8.369812
-5.7749023	0.7618560999999999	8.266266
-5.715393	0.7201996	8.336487
-5.708252	0.7428130999999999	8.238892
-5.708252	0.73924255	8.266266
-5.7427673	0.73805237	8.287689
-5.7070620000000005	0.76423645	8.303162
-5.767761	0.75471497	8.248413000000001
-5.709442	0.7047272	8.222228999999999
-5.7927550000000005	0.73805237	8.278167999999999
-5.778473	0.7606659	8.268646
-5.8034669999999995	0.7451935000000001	8.265075999999999
-5.8201294	0.7701874	8.247223
-5.8415527	0.7582855	8.262694999999999
-5.82251	0.77137756	8.272217
-5.8129883	0.7047272	8.235321
-5.804657	0.76542664	8.296020500000001
-5.785614	0.7118683000000001	8.237701
-5.834411599999999	0.72257996	8.200806
-5.798706	0.7416229	8.204376
-5.8237	0.7701874	8.204376
-5.777282700000001	0.70591736	8.190094
-5.814178500000001	0.7749481	8.222228999999999
-5.8284607	0.6773529	8.144867
-5.747528	0.75471497	8.218658
-5.768951400000001	0.6844939999999999	8.29364
-5.7130127	0.7130585	8.223419
-5.715393	0.716629	8.256744
-5.754669	0.7261505	8.247223
-5.760619999999999	0.7011566	8.250793
-5.8272705	0.7130585	8.343628
-5.7618103	0.73805237	8.262694999999999
-5.8915405	0.7856598000000001	8.259125
-5.7510986	0.7023468	8.247223
-5.804657	0.7201996	8.2127075
-5.810608	0.69877625	8.269836
-5.796325700000001	0.7023468	8.306732
-5.8463135	0.7428130999999999	8.267456
-5.7879944000000005	0.7416229	8.22818
-5.7820434999999994	0.6952056999999999	8.262694999999999
-5.7891846	0.75471497	8.235321
-5.8094177	0.73924255	8.172241
-5.778473	0.735672	8.29245
-5.7891846	0.7332916	8.262694999999999
-5.7510986	0.703537	8.121063000000001
-5.7832336	0.7606659	8.190094
-5.8522644	0.67259216	8.247223
-5.7760925	0.735672	8.192474
-5.8213196	0.72972107	8.168671
-5.797516000000001	0.73210144	8.150818
-5.804657	0.69996643	8.107971000000001
-5.810608	0.7273407	8.194855
-5.8153687000000005	0.7523346	8.2258
-5.817749	0.7785187	8.169861000000001
-5.829651	0.68211365	8.1805725
-5.7891846	0.7582855	8.200806
-5.7891846	0.7582855	8.200806
-5.749908400000001	0.7178191999999999	8.201996000000001
-5.771332	0.7213898	8.169861000000001
-5.8391724	0.75471497	8.218658
-5.7903748	0.7332916	8.182953
-5.8010864	0.72377014	8.203186
-5.8070374000000005	0.74876404	8.193665
-5.829651	0.7190094	8.213898
-5.7927550000000005	0.7118683000000001	8.094878999999999
-5.810608	0.7130585	8.156769
-5.8237	0.7249603	8.255554
-5.817749	0.7106781	8.235321
-5.8213196	0.7249603	8.169861000000001
-5.853454599999999	0.7273407	8.257935
-5.818939	0.7249603	8.206757000000001
-5.7927550000000005	0.73924255	8.259125
-5.8082275	0.6940155	8.196045
-5.804657	0.7082977	8.242462
-5.8082275	0.7749481	8.198425
-5.8736877	0.7047272	8.172241
-5.847503700000001	0.73091125	8.190094
-5.833221400000001	0.69758606	8.168671
-5.855835	0.75471497	8.201996000000001
-5.833221400000001	0.7082977	8.087738
-5.8117980000000005	0.69758606	8.131775
-5.797516000000001	0.6963959	8.194855
-5.851074	0.78089905	8.196045
-5.785614	0.6606903000000001	8.254364
-5.8082275	0.74757385	8.169861000000001
-5.8117980000000005	0.69877625	8.173430999999999
-5.8451233	0.7190094	8.1805725
-5.853454599999999	0.7332916	8.246033
-5.835602	0.79756165	8.184142999999999
-5.851074	0.7535248000000001	8.226989999999999
-5.8784485	0.7332916	8.117493
-5.8641663	0.7332916	8.194855
-5.8903503	0.81303406	8.197235000000001
-5.835602	0.74757385	8.130585
-5.8415527	0.70591736	8.201996000000001
-5.817749	0.7094879	8.219849
-5.8415527	0.70710754	8.155579
-5.857025	0.7023468	8.140106
-5.833221400000001	0.69996643	8.204376
-5.861786	0.71424866	8.197235000000001
-5.8796387	0.71424866	8.160339
-5.8463135	0.71424866	8.160339
-5.843933	0.75590515	8.207947
-5.8665465999999995	0.7047272	8.131775
-5.854645	0.68925476	8.179382
-5.8034669999999995	0.7499541999999999	8.086547999999999
-5.7903748	0.7428130999999999	8.142487
-5.795135500000001	0.7844696	8.201996000000001
-5.8237	0.7618560999999999	8.185333
-5.8129883	0.79042053	8.159149000000001
-5.8070374000000005	0.7285309	8.182953
-5.82489	0.7273407	8.273407
-5.8153687000000005	0.7749481	8.247223
-5.8213196	0.71543884	8.182953
-5.772522	0.7261505	8.193665
-5.791565	0.7332916	8.173430999999999
-5.8129883	0.6547394	8.149628
-5.861786	0.7332916	8.188903999999999
-5.8034669999999995	0.74043274	8.1996155
-5.847503700000001	0.75471497	8.1805725
-5.8082275	0.73210144	8.22818
-5.8082275	0.7130585	8.192474
-5.8201294	0.71543884	8.154388
-5.8605957	0.7416229	8.221039
-5.816559	0.7416229	8.232941
-5.7820434999999994	0.72972107	8.240082000000001
-5.8415527	0.7582855	8.192474
-5.7891846	0.7844696	8.206757000000001
-5.8582152999999995	0.7606659	8.279358
-5.861786	0.7761383000000001	8.224609
-5.857025	0.7689971999999999	8.144867
-5.816559	0.71543884	8.171051
-5.8117980000000005	0.7773285	8.259125
-5.8237	0.69758606	8.2258
-5.767761	0.7106781	8.207947
-5.8391724	0.7344818000000001	8.1484375
-5.784424	0.70710754	8.243652
-5.848694	0.74876404	8.16748
-5.8391724	0.76423645	8.1651
-5.8391724	0.76423645	8.1651
-5.805847	0.7535248000000001	8.181763
-5.8117980000000005	0.7951813	8.196045
-5.805847	0.7535248000000001	8.181763
-5.7891846	0.75709534	8.157959
-5.7891846	0.75709534	8.157959
-5.8213196	0.80589294	8.224609
-5.848694	0.7939911000000001	8.193665
-5.779662999999999	0.77970886	8.177002
-5.835602	0.7749481	8.281738
-5.786804	0.7535248000000001	8.241272
-5.805847	0.767807	8.251984
-5.8094177	0.7666168000000001	8.2258
-5.862976000000001	0.7666168000000001	8.201996000000001
-5.8594055	0.7261505	8.206757000000001
-5.854645	0.73805237	8.226989999999999
-5.9034424	0.7106781	8.1651
-5.8463135	0.71543884	8.315063
-5.836792	0.7606659	8.247223
-5.786804	0.7416229	8.279358
-5.795135500000001	0.73091125	8.247223
-5.8022766	0.78804016	8.22818
-5.8129883	0.7844696	8.207947
-5.8272705	0.7844696	8.205566000000001
-5.8213196	0.7916107	8.122253
-5.847503700000001	0.77375793	8.222228999999999
-5.8320313	0.7856598000000001	8.169861000000001
-5.814178500000001	0.8023224	8.16748
-5.835602	0.74757385	8.181763
-5.853454599999999	0.8177948	8.159149000000001
-5.8153687000000005	0.80589294	8.179382
-5.766571	0.86421204	8.16153
-5.740387	0.8011322	8.181763
-5.8403625	0.8011322	8.144867
-5.7820434999999994	0.8249359	8.1484375
-5.778473	0.78685	8.135345
-5.765381	0.7951813	8.260315
-5.8522644	0.7606659	8.16272
-5.8820190000000006	0.79875183	8.215088
-5.8082275	0.7916107	8.274597
-5.868926999999999	0.7428130999999999	8.192474
-5.8237	0.7368621999999999	8.16629
-5.920105	0.7928009	8.207947
-5.885589599999999	0.7011566	8.193665
-5.9093933	0.78685	8.112732000000001
-5.848694	0.78208923	8.1651
-5.902252	0.7582855	8.174622
-5.854645	0.77970886	8.2317505
-5.8713074	0.7451935000000001	8.121063000000001
-5.883209	0.76423645	8.207947
-5.8891599999999995	0.76304626	8.241272
-5.868926999999999	0.7773285	8.234131
-5.893921	0.74043274	8.207947
-5.8820190000000006	0.7761383000000001	8.150818
-5.868926999999999	0.76423645	8.173430999999999
-5.8713074	0.7916107	8.153198
-5.8843994	0.8011322	8.206757000000001
-5.814178500000001	0.77375793	8.154388
-5.853454599999999	0.8118439000000001	8.213898
-5.836792	0.75471497	8.160339
-5.8320313	0.73091125	8.190094
-5.82489	0.7201996	8.179382
-5.8213196	0.7535248000000001	8.138916
-5.765381	0.7832794	8.150818
-5.765381	0.77375793	8.16153
-5.818939	0.77970886	8.242462
-5.8427430000000005	0.7594757	8.185333
-5.8391724	0.75709534	8.173430999999999
-5.854645	0.79042053	8.171051
-5.8415527	0.79042053	8.218658
-5.857025	0.77137756	8.234131
-5.8427430000000005	0.80470276	8.171051
-5.855835	0.7082977	8.237701
-5.867737	0.73805237	8.200806
-5.8034669999999995	0.7023468	8.179382
-5.798706	0.7773285	8.210327000000001
-5.8796387	0.74757385	8.238892
-5.8403625	0.70710754	8.207947
-5.847503700000001	0.71543884	8.23056
-5.8391724	0.7201996	8.2127075
-5.8736877	0.68925476	8.188903999999999
-5.836792	0.7106781	8.196045
-5.837982	0.735672	8.184142999999999
-5.8463135	0.71543884	8.235321
-5.834411599999999	0.72972107	8.236511
-5.798706	0.7261505	8.191284
-5.7749023	0.7249603	8.209137
-5.778473	0.73210144	8.198425
-5.797516000000001	0.82136536	8.209137
-5.82251	0.7094879	8.207947
-5.82251	0.7094879	8.207947
-5.778473	0.7773285	8.140106
-5.816559	0.7535248000000001	8.213898
-5.7427673	0.7285309	8.188903999999999
-5.760619999999999	0.7285309	8.215088
-5.8427430000000005	0.735672	8.16629
-5.798706	0.7451935000000001	8.185333
-5.758239700000001	0.70591736	8.168671
-5.835602	0.7047272	8.279358
-5.795135500000001	0.76423645	8.248413000000001
-5.734436	0.79637146	8.177002
-5.75943	0.70591736	8.171051
-5.721344	0.73210144	8.16748
-5.7534790000000005	0.68925476	8.269836
-5.7534790000000005	0.68925476	8.269836
-5.785614	0.7332916	8.1805725
-5.8117980000000005	0.7344818000000001	8.2127075
-5.8213196	0.76423645	8.246033
-5.7891846	0.7273407	8.260315
-5.7618103	0.7844696	8.323395
-5.830841	0.75590515	8.177002
-5.7760925	0.7618560999999999	8.234131
-5.830841	0.75590515	8.177002
-5.7177734000000004	0.7440033	8.1805725
-5.75943	0.7332916	8.197235000000001
-5.765381	0.73805237	8.253174000000001
-5.7998962	0.7285309	8.232941
-5.7998962	0.7285309	8.232941
-5.765381	0.79875183	8.192474
-5.724914599999999	0.74638367	8.219849
-5.778473	0.74638367	8.184142999999999
-5.772522	0.7130585	8.185333
-5.768951400000001	0.7190094	8.221039
-5.777282700000001	0.7856598000000001	8.235321
-5.798706	0.7951813	8.238892
-5.798706	0.7951813	8.238892
-5.8260803	0.7832794	8.156769
-5.7749023	0.7832794	8.22937
